ID,Education,JoiningYear,City,Age,ExperienceInCurrentDomain,PersonalityType,ProjectDescription,SoftSkill
4445,Bachelors,2014,Bangalore,28,2,3,Project related to designing a database schema using technology SQL and framework Spring.,"['Emotional intelligence', 'Risk management', 'Critical thinking']"
4446,Bachelors,2016,Bangalore,27,5,3,Project related to automating testing processes using technology SQL and framework Ruby on Rails.,"['Assertiveness', 'Organization', 'Presentation skills', 'Creativity', 'Leadership', 'Time management']"
4447,Bachelors,2017,Bangalore,26,4,2,Project related to implementing a data management system using technology PHP and framework Ruby on Rails.,"['Collaboration', 'Organization', 'Conflict management', 'Project management', 'Problem-solving']"
4448,Bachelors,2014,Bangalore,33,3,5,Project related to creating a web application using technology Java and framework React.,"['Problem-solving', 'Adaptability to change', 'Organization', 'Negotiation']"
4449,Bachelors,2016,Bangalore,35,3,1,Project related to integrating various systems using technology JavaScript and framework Angular.,"['Presentation skills', 'Conflict management', 'Teamwork', 'Decision-making', 'Assertiveness']"
4450,Bachelors,2013,Bangalore,33,3,5,Project related to building a content management system using technology PHP and framework Angular.,"['Listening skills', 'Motivation', 'Teamwork', 'Team management', 'Collaboration', 'Risk management']"
4451,Bachelors,2013,Pune,36,0,3,Project related to creating a responsive design using technology Ruby and framework Spring.,"['Decision-making', 'Team management', 'Motivation', 'Ability to work in a diverse environment', 'Assertiveness']"
4452,Bachelors,2015,New Delhi,26,4,4,Project related to enhancing system performance using technology HTML and framework React.,"['Presentation skills', 'Conflict management', 'Flexibility', 'Emotional intelligence']"
4453,Bachelors,2012,Bangalore,26,4,1,Project related to implementing continuous integration and deployment (CI/CD) using technology Python and framework React.,"['Empathy', 'Ability to work in a diverse environment', 'Conflict management', 'Change management', 'Critical thinking', 'Team management']"
4454,Bachelors,2014,Bangalore,39,5,5,Project related to deploying applications to the cloud using technology SQL and framework Spring.,"['Motivation', 'Risk management', 'Flexibility']"
4455,Bachelors,2013,Bangalore,28,5,5,Project related to creating user interfaces using technology Ruby and framework Vue.,"['Change management', 'Interpersonal communication', 'Creativity', 'Data analysis', 'Conflict management', 'Motivation']"
4456,Bachelors,2018,Bangalore,24,2,4,Project related to optimizing existing software using technology SQL and framework Flask.,"['Ability to work in a diverse environment', 'Assertiveness', 'Listening skills', 'Leadership']"
4457,Bachelors,2012,Bangalore,36,4,6,Project related to designing a database schema using technology Python and framework Ruby on Rails.,"['Change management', 'Critical thinking', 'Listening skills']"
4458,Bachelors,2016,Bangalore,33,0,4,Project related to deploying applications to the cloud using technology Python and framework Django.,"['Interpersonal communication', 'Persuasion', 'Data analysis', 'Problem-solving', 'Stress management', 'Flexibility']"
4459,Bachelors,2013,Pune,33,0,4,Project related to integrating various systems using technology Ruby and framework Vue.,"['Strategic thinking', 'Leadership', 'Presentation skills', 'Decision-making', 'Teamwork']"
4460,Masters,2017,Pune,30,2,5,Project related to automating testing processes using technology CSS and framework Angular.,"['Data analysis', 'Organization', 'Networking', 'Risk management']"
4461,Masters,2012,New Delhi,27,5,5,Project related to implementing security measures using technology JavaScript and framework Flask.,"['Change management', 'Adaptability to change', 'Strategic thinking']"
4462,Bachelors,2015,Bangalore,33,4,7,Project related to implementing a data management system using technology PHP and framework Django.,"['Emotional intelligence', 'Listening skills', 'Stress management', 'Strategic thinking', 'Critical assessment skills', 'Teamwork']"
4463,Bachelors,2016,Pune,35,4,8,Project related to developing a chatbot using technology SQL and framework Django.,"['Teamwork', 'Change management', 'Problem-solving', 'Persuasion']"
4464,Bachelors,2014,Pune,40,0,7,Project related to deploying applications to the cloud using technology Python and framework Flask.,"['Risk management', 'Stress management', 'Time management']"
4465,Bachelors,2017,Pune,25,3,5,Project related to building a content management system using technology Python and framework Django.,"['Emotional intelligence', 'Project management', 'Leadership']"
4466,Bachelors,2014,Bangalore,38,2,5,Project related to building a machine learning model using technology SQL and framework Django.,"['Assertiveness', 'Flexibility', 'Listening skills']"
4467,Bachelors,2017,New Delhi,40,5,3,Project related to optimizing existing software using technology PHP and framework Spring.,"['Creativity', 'Critical thinking', 'Organization', 'Project management', 'Team management', 'Networking']"
4468,Bachelors,2014,Bangalore,29,0,1,Project related to developing a chatbot using technology Java and framework React.,"['Organization', 'Persuasion', 'Empathy', 'Teamwork']"
4469,Bachelors,2012,Bangalore,27,5,6,Project related to optimizing existing software using technology JavaScript and framework Ruby on Rails.,"['Collaboration', 'Motivation', 'Risk management', 'Flexibility']"
4470,Bachelors,2015,Bangalore,40,4,6,Project related to deploying applications to the cloud using technology PHP and framework Spring.,"['Listening skills', 'Critical thinking', 'Empathy', 'Team management', 'Project management']"
4471,Masters,2017,New Delhi,25,3,8,Project related to preparing data analysis using technology C# and framework Ruby on Rails.,"['Teamwork', 'Time management', 'Change management']"
4472,Bachelors,2016,Pune,39,3,5,Project related to developing a mobile application using technology Java and framework Ruby on Rails.,"['Adaptability to change', 'Time management', 'Interpersonal communication']"
4473,Bachelors,2017,New Delhi,22,0,6,Project related to conducting user research using technology JavaScript and framework Django.,"['Motivation', 'Project management', 'Creativity', 'Leadership']"
4474,PHD,2015,Pune,35,0,2,Project related to creating a web application using technology Python and framework Angular.,"['Negotiation', 'Change management', 'Stress management', 'Persuasion', 'Listening skills', 'Project management']"
4475,Bachelors,2012,Bangalore,25,3,7,Project related to implementing a data management system using technology CSS and framework Django.,"['Data analysis', 'Emotional intelligence', 'Assertiveness', 'Ability to work in a diverse environment', 'Negotiation', 'Critical assessment skills']"
4476,Bachelors,2014,New Delhi,25,3,3,Project related to writing technical documentation using technology Ruby and framework Django.,"['Creativity', 'Adaptability to change', 'Team management', 'Change management', 'Critical assessment skills']"
4477,Bachelors,2015,Bangalore,29,1,2,Project related to designing a database schema using technology CSS and framework Spring.,"['Strategic thinking', 'Risk management', 'Time management', 'Persuasion', 'Interpersonal communication']"
4478,Masters,2017,New Delhi,37,0,3,Project related to automating testing processes using technology C# and framework Angular.,"['Empathy', 'Project management', 'Conflict management', 'Flexibility']"
4479,Bachelors,2014,Bangalore,35,1,7,Project related to writing technical documentation using technology CSS and framework Django.,"['Empathy', 'Organization', 'Data analysis', 'Stress management']"
4480,Bachelors,2012,Bangalore,26,4,7,Project related to implementing a data management system using technology Java and framework Spring.,"['Critical assessment skills', 'Stress management', 'Conflict management', 'Data analysis', 'Strategic thinking']"
4481,Masters,2018,New Delhi,26,4,1,Project related to enhancing system performance using technology SQL and framework Ruby on Rails.,"['Flexibility', 'Change management', 'Negotiation', 'Creativity']"
4482,Bachelors,2013,Bangalore,24,2,8,Project related to creating user interfaces using technology JavaScript and framework Vue.,"['Networking', 'Assertiveness', 'Project management', 'Problem-solving', 'Critical thinking']"
4483,Bachelors,2014,Bangalore,31,0,1,Project related to creating a responsive design using technology C# and framework Ruby on Rails.,"['Motivation', 'Critical thinking', 'Leadership', 'Collaboration', 'Teamwork', 'Data analysis']"
4484,Bachelors,2014,Bangalore,34,5,4,Project related to automating testing processes using technology HTML and framework Django.,"['Teamwork', 'Data analysis', 'Listening skills', 'Conflict management', 'Adaptability to change', 'Persuasion']"
4485,Masters,2018,New Delhi,27,5,6,Project related to automating testing processes using technology CSS and framework Ruby on Rails.,"['Decision-making', 'Critical assessment skills', 'Data analysis', 'Presentation skills']"
4486,Bachelors,2016,Pune,35,1,8,Project related to deploying applications to the cloud using technology HTML and framework Flask.,"['Presentation skills', 'Motivation', 'Teamwork']"
4487,Bachelors,2017,Pune,27,5,4,Project related to implementing continuous integration and deployment (CI/CD) using technology C# and framework Flask.,"['Time management', 'Team management', 'Negotiation', 'Ability to work in a diverse environment', 'Stress management']"
4488,Masters,2017,New Delhi,34,1,7,Project related to implementing a data management system using technology C# and framework React.,"['Problem-solving', 'Team management', 'Risk management']"
4489,Bachelors,2018,Bangalore,40,4,8,Project related to writing technical documentation using technology JavaScript and framework Angular.,"['Assertiveness', 'Project management', 'Networking', 'Listening skills', 'Presentation skills', 'Time management']"
4490,Bachelors,2012,Pune,39,4,5,Project related to writing technical documentation using technology JavaScript and framework Vue.,"['Emotional intelligence', 'Teamwork', 'Interpersonal communication', 'Flexibility', 'Ability to work in a diverse environment', 'Creativity']"
4491,Bachelors,2013,Pune,39,0,5,Project related to building a content management system using technology Python and framework React.,"['Motivation', 'Persuasion', 'Leadership', 'Listening skills']"
4492,Bachelors,2015,Bangalore,22,0,5,Project related to creating a responsive design using technology HTML and framework Vue.,"['Networking', 'Negotiation', 'Time management']"
4493,Masters,2017,Pune,33,2,2,Project related to optimizing existing software using technology C# and framework React.,"['Flexibility', 'Project management', 'Data analysis', 'Team management', 'Problem-solving', 'Critical assessment skills']"
4494,Bachelors,2014,Bangalore,39,0,6,Project related to conducting user research using technology PHP and framework Ruby on Rails.,"['Strategic thinking', 'Persuasion', 'Assertiveness', 'Project management']"
4495,Bachelors,2017,Bangalore,39,3,5,Project related to optimizing existing software using technology SQL and framework Vue.,"['Risk management', 'Project management', 'Problem-solving', 'Empathy']"
4496,Bachelors,2017,Bangalore,40,3,3,Project related to creating user interfaces using technology Python and framework React.,"['Change management', 'Emotional intelligence', 'Persuasion', 'Assertiveness', 'Adaptability to change']"
4497,Bachelors,2014,Bangalore,38,1,2,Project related to preparing data analysis using technology Python and framework Flask.,"['Data analysis', 'Adaptability to change', 'Change management', 'Problem-solving']"
4498,Bachelors,2018,New Delhi,36,2,3,Project related to integrating various systems using technology Ruby and framework Spring.,"['Emotional intelligence', 'Interpersonal communication', 'Listening skills', 'Risk management', 'Leadership']"
4499,Bachelors,2013,Pune,37,5,8,Project related to conducting user research using technology Java and framework Ruby on Rails.,"['Flexibility', 'Strategic thinking', 'Critical assessment skills', 'Critical thinking', 'Presentation skills', 'Motivation']"
4500,Bachelors,2017,Pune,33,2,8,Project related to writing technical documentation using technology HTML and framework React.,"['Emotional intelligence', 'Strategic thinking', 'Empathy']"
4501,Bachelors,2013,Bangalore,37,2,8,Project related to developing a chatbot using technology C# and framework React.,"['Time management', 'Collaboration', 'Networking', 'Problem-solving']"
4502,Bachelors,2013,Pune,34,5,4,Project related to deploying applications to the cloud using technology C# and framework Vue.,"['Emotional intelligence', 'Problem-solving', 'Decision-making']"
4503,Bachelors,2015,Bangalore,28,2,2,Project related to developing a chatbot using technology Ruby and framework Ruby on Rails.,"['Decision-making', 'Organization', 'Assertiveness', 'Strategic thinking']"
4504,Bachelors,2018,Bangalore,31,0,4,Project related to implementing security measures using technology Ruby and framework Vue.,"['Networking', 'Team management', 'Time management', 'Assertiveness']"
4505,Masters,2012,New Delhi,37,4,4,Project related to automating testing processes using technology SQL and framework Flask.,"['Time management', 'Organization', 'Emotional intelligence']"
4506,Bachelors,2018,Pune,26,4,2,Project related to enhancing system performance using technology Python and framework Angular.,"['Interpersonal communication', 'Leadership', 'Assertiveness', 'Project management']"
4507,Masters,2014,New Delhi,34,1,2,Project related to enhancing system performance using technology Java and framework Ruby on Rails.,"['Negotiation', 'Listening skills', 'Networking', 'Leadership', 'Organization']"
4508,Bachelors,2015,Pune,39,1,7,Project related to implementing a data management system using technology Ruby and framework Flask.,"['Persuasion', 'Adaptability to change', 'Strategic thinking']"
4509,Bachelors,2017,Pune,23,1,7,Project related to building a machine learning model using technology JavaScript and framework Angular.,"['Presentation skills', 'Critical thinking', 'Organization']"
4510,Bachelors,2013,Bangalore,35,4,2,Project related to implementing security measures using technology HTML and framework React.,"['Adaptability to change', 'Collaboration', 'Teamwork', 'Time management', 'Presentation skills', 'Data analysis']"
4511,Bachelors,2015,Pune,25,3,3,Project related to integrating various systems using technology SQL and framework Spring.,"['Presentation skills', 'Flexibility', 'Interpersonal communication']"
4512,Bachelors,2013,Pune,38,0,5,Project related to developing a chatbot using technology PHP and framework Angular.,"['Interpersonal communication', 'Emotional intelligence', 'Leadership', 'Strategic thinking']"
4513,Masters,2017,New Delhi,23,1,5,Project related to preparing data analysis using technology CSS and framework Flask.,"['Emotional intelligence', 'Negotiation', 'Critical assessment skills', 'Presentation skills', 'Flexibility', 'Critical thinking']"
4514,Masters,2017,New Delhi,26,4,1,Project related to creating user interfaces using technology JavaScript and framework Vue.,"['Problem-solving', 'Persuasion', 'Critical assessment skills']"
4515,Masters,2018,New Delhi,33,2,3,Project related to building a machine learning model using technology CSS and framework Flask.,"['Creativity', 'Critical assessment skills', 'Problem-solving', 'Presentation skills', 'Negotiation', 'Listening skills']"
4516,Bachelors,2015,Pune,37,4,8,Project related to developing an API using technology PHP and framework Ruby on Rails.,"['Conflict management', 'Flexibility', 'Empathy', 'Time management', 'Critical assessment skills']"
4517,Bachelors,2013,Bangalore,35,5,1,Project related to creating a responsive design using technology C# and framework Ruby on Rails.,"['Time management', 'Networking', 'Critical assessment skills', 'Assertiveness', 'Listening skills', 'Adaptability to change']"
4518,Bachelors,2013,Bangalore,23,1,8,Project related to automating testing processes using technology Java and framework Angular.,"['Leadership', 'Data analysis', 'Decision-making']"
4519,Bachelors,2013,Pune,31,2,8,Project related to writing technical documentation using technology Python and framework Angular.,"['Risk management', 'Interpersonal communication', 'Organization', 'Persuasion', 'Presentation skills']"
4520,Bachelors,2017,Bangalore,24,2,6,Project related to creating user interfaces using technology JavaScript and framework React.,"['Flexibility', 'Ability to work in a diverse environment', 'Empathy', 'Project management', 'Adaptability to change']"
4521,Bachelors,2015,Bangalore,28,3,2,Project related to writing technical documentation using technology Java and framework React.,"['Strategic thinking', 'Motivation', 'Empathy', 'Negotiation', 'Project management', 'Adaptability to change']"
4522,Bachelors,2013,Pune,37,0,1,Project related to developing an API using technology JavaScript and framework Django.,"['Interpersonal communication', 'Risk management', 'Empathy', 'Leadership']"
4523,Bachelors,2012,Bangalore,36,1,5,Project related to creating user interfaces using technology Ruby and framework Vue.,"['Persuasion', 'Strategic thinking', 'Project management']"
4524,Bachelors,2015,Bangalore,28,1,3,Project related to developing a mobile application using technology Java and framework Ruby on Rails.,"['Presentation skills', 'Problem-solving', 'Ability to work in a diverse environment', 'Data analysis', 'Stress management']"
4525,Bachelors,2017,New Delhi,30,5,1,Project related to integrating various systems using technology SQL and framework Angular.,"['Empathy', 'Critical thinking', 'Conflict management', 'Motivation']"
4526,Bachelors,2014,Bangalore,26,4,8,Project related to creating user interfaces using technology C# and framework Ruby on Rails.,"['Problem-solving', 'Conflict management', 'Adaptability to change']"
4527,Masters,2015,Pune,29,1,6,Project related to developing an API using technology Java and framework Ruby on Rails.,"['Project management', 'Negotiation', 'Critical thinking', 'Presentation skills', 'Teamwork', 'Networking']"
4528,Masters,2018,New Delhi,39,2,8,Project related to deploying applications to the cloud using technology JavaScript and framework Ruby on Rails.,"['Presentation skills', 'Adaptability to change', 'Collaboration']"
4529,Bachelors,2013,Pune,36,4,6,Project related to creating a data visualization dashboard using technology Ruby and framework Vue.,"['Project management', 'Adaptability to change', 'Negotiation', 'Critical thinking', 'Flexibility']"
4530,Bachelors,2015,Pune,36,3,6,Project related to creating a web application using technology SQL and framework React.,"['Leadership', 'Data analysis', 'Critical assessment skills', 'Collaboration']"
4531,Bachelors,2012,Bangalore,22,0,1,Project related to preparing data analysis using technology Python and framework Django.,"['Presentation skills', 'Critical thinking', 'Strategic thinking']"
4532,Masters,2017,New Delhi,31,2,6,Project related to building a machine learning model using technology C# and framework Django.,"['Negotiation', 'Collaboration', 'Time management', 'Presentation skills', 'Adaptability to change', 'Emotional intelligence']"
4533,PHD,2017,New Delhi,29,3,8,Project related to designing a database schema using technology SQL and framework Vue.,"['Listening skills', 'Emotional intelligence', 'Negotiation', 'Change management', 'Collaboration']"
4534,Bachelors,2014,Pune,37,4,3,Project related to writing technical documentation using technology C# and framework Ruby on Rails.,"['Motivation', 'Interpersonal communication', 'Collaboration', 'Team management']"
4535,Bachelors,2012,Bangalore,24,2,1,Project related to automating testing processes using technology CSS and framework React.,"['Ability to work in a diverse environment', 'Motivation', 'Strategic thinking', 'Teamwork', 'Interpersonal communication']"
4536,Bachelors,2015,Pune,28,2,5,Project related to designing a database schema using technology CSS and framework Spring.,"['Ability to work in a diverse environment', 'Conflict management', 'Risk management']"
4537,PHD,2016,New Delhi,22,0,4,Project related to creating user interfaces using technology CSS and framework Spring.,"['Creativity', 'Adaptability to change', 'Decision-making', 'Flexibility', 'Networking', 'Time management']"
4538,Bachelors,2015,Bangalore,31,2,6,Project related to automating testing processes using technology C# and framework React.,"['Emotional intelligence', 'Critical thinking', 'Project management']"
4539,Bachelors,2013,Pune,28,3,1,Project related to optimizing existing software using technology HTML and framework React.,"['Conflict management', 'Listening skills', 'Decision-making', 'Change management', 'Emotional intelligence']"
4540,Bachelors,2014,Bangalore,22,0,5,Project related to automating testing processes using technology SQL and framework React.,"['Conflict management', 'Risk management', 'Listening skills']"
4541,Bachelors,2016,Bangalore,23,1,7,Project related to integrating various systems using technology Python and framework Django.,"['Conflict management', 'Assertiveness', 'Decision-making']"
4542,Bachelors,2016,New Delhi,25,3,5,Project related to deploying applications to the cloud using technology Java and framework Vue.,"['Assertiveness', 'Motivation', 'Critical thinking', 'Flexibility', 'Conflict management', 'Change management']"
4543,Bachelors,2013,Pune,23,1,4,Project related to implementing continuous integration and deployment (CI/CD) using technology SQL and framework Django.,"['Persuasion', 'Leadership', 'Networking']"
4544,Bachelors,2017,New Delhi,26,4,1,Project related to preparing data analysis using technology JavaScript and framework React.,"['Persuasion', 'Leadership', 'Critical thinking', 'Data analysis', 'Stress management', 'Critical assessment skills']"
4545,Bachelors,2015,Pune,22,0,2,Project related to developing an API using technology JavaScript and framework React.,"['Persuasion', 'Problem-solving', 'Presentation skills', 'Creativity']"
4546,Bachelors,2015,Bangalore,38,2,7,Project related to creating a web application using technology Ruby and framework Django.,"['Negotiation', 'Critical assessment skills', 'Networking']"
4547,Bachelors,2017,Bangalore,25,3,1,Project related to automating testing processes using technology Java and framework Django.,"['Time management', 'Interpersonal communication', 'Team management', 'Risk management']"
4548,Bachelors,2017,New Delhi,37,1,8,Project related to developing an API using technology C# and framework Spring.,"['Empathy', 'Collaboration', 'Flexibility', 'Strategic thinking']"
4549,PHD,2012,New Delhi,30,4,5,Project related to integrating various systems using technology CSS and framework Spring.,"['Collaboration', 'Critical thinking', 'Motivation', 'Decision-making']"
4550,Bachelors,2012,Bangalore,35,2,6,Project related to creating a responsive design using technology PHP and framework Ruby on Rails.,"['Assertiveness', 'Empathy', 'Leadership']"
4551,PHD,2014,Bangalore,23,1,7,Project related to preparing data analysis using technology CSS and framework React.,"['Negotiation', 'Critical thinking', 'Teamwork', 'Leadership']"
4552,Masters,2017,New Delhi,25,3,7,Project related to creating a web application using technology Java and framework Vue.,"['Emotional intelligence', 'Empathy', 'Decision-making', 'Risk management', 'Listening skills']"
4553,Bachelors,2015,Bangalore,39,0,7,Project related to creating a web application using technology Java and framework Spring.,"['Critical assessment skills', 'Risk management', 'Emotional intelligence']"
4554,PHD,2013,Pune,32,0,7,Project related to creating a responsive design using technology C# and framework Ruby on Rails.,"['Listening skills', 'Decision-making', 'Project management', 'Persuasion', 'Team management', 'Ability to work in a diverse environment']"
4555,Bachelors,2015,Pune,28,1,8,Project related to developing a chatbot using technology JavaScript and framework Django.,"['Motivation', 'Persuasion', 'Risk management']"
4556,Bachelors,2015,New Delhi,23,1,4,Project related to writing technical documentation using technology Ruby and framework Django.,"['Negotiation', 'Listening skills', 'Creativity', 'Leadership', 'Collaboration', 'Emotional intelligence']"
4557,PHD,2014,Bangalore,34,3,5,Project related to conducting user research using technology Java and framework Spring.,"['Flexibility', 'Critical thinking', 'Adaptability to change', 'Negotiation']"
4558,Bachelors,2014,Bangalore,36,1,8,Project related to creating user interfaces using technology JavaScript and framework Angular.,"['Decision-making', 'Persuasion', 'Leadership', 'Assertiveness']"
4559,Bachelors,2017,Bangalore,40,5,4,Project related to optimizing existing software using technology HTML and framework Flask.,"['Team management', 'Critical thinking', 'Assertiveness', 'Adaptability to change', 'Leadership', 'Empathy']"
4560,Bachelors,2016,Bangalore,40,3,8,Project related to creating a responsive design using technology Java and framework Vue.,"['Assertiveness', 'Negotiation', 'Time management']"
4561,Bachelors,2015,Bangalore,25,3,5,Project related to implementing continuous integration and deployment (CI/CD) using technology PHP and framework React.,"['Assertiveness', 'Motivation', 'Interpersonal communication', 'Leadership']"
4562,Bachelors,2013,Bangalore,22,0,7,Project related to creating a web application using technology C# and framework Vue.,"['Adaptability to change', 'Persuasion', 'Leadership', 'Team management']"
4563,Bachelors,2015,Bangalore,34,4,2,Project related to designing a database schema using technology HTML and framework Angular.,"['Listening skills', 'Strategic thinking', 'Creativity', 'Interpersonal communication', 'Critical assessment skills', 'Time management']"
4564,Bachelors,2017,Bangalore,23,1,7,Project related to optimizing existing software using technology C# and framework Vue.,"['Emotional intelligence', 'Empathy', 'Change management', 'Team management']"
4565,Bachelors,2017,Bangalore,24,2,8,Project related to creating a web application using technology HTML and framework Spring.,"['Conflict management', 'Teamwork', 'Creativity', 'Interpersonal communication']"
4566,Bachelors,2015,Bangalore,35,3,8,Project related to enhancing system performance using technology Java and framework Ruby on Rails.,"['Project management', 'Creativity', 'Presentation skills', 'Listening skills']"
4567,Bachelors,2014,Bangalore,24,2,6,Project related to creating a web application using technology JavaScript and framework Vue.,"['Creativity', 'Critical assessment skills', 'Persuasion', 'Empathy']"
4568,Bachelors,2017,Pune,28,3,8,Project related to implementing a data management system using technology JavaScript and framework Django.,"['Motivation', 'Team management', 'Problem-solving', 'Organization']"
4569,Masters,2017,New Delhi,39,4,3,Project related to deploying applications to the cloud using technology Java and framework Spring.,"['Listening skills', 'Collaboration', 'Time management', 'Change management', 'Critical assessment skills']"
4570,PHD,2017,New Delhi,31,5,1,Project related to implementing security measures using technology C# and framework Angular.,"['Organization', 'Creativity', 'Problem-solving']"
4571,Bachelors,2014,Bangalore,32,2,6,Project related to automating testing processes using technology Python and framework Angular.,"['Flexibility', 'Ability to work in a diverse environment', 'Change management', 'Creativity', 'Interpersonal communication', 'Motivation']"
4572,Bachelors,2017,New Delhi,37,3,3,Project related to building a machine learning model using technology HTML and framework Django.,"['Ability to work in a diverse environment', 'Negotiation', 'Critical thinking', 'Adaptability to change']"
4573,Bachelors,2014,Pune,22,0,8,Project related to building a machine learning model using technology CSS and framework Angular.,"['Presentation skills', 'Flexibility', 'Networking']"
4574,Bachelors,2015,Bangalore,32,4,8,Project related to developing a mobile application using technology PHP and framework Ruby on Rails.,"['Critical thinking', 'Conflict management', 'Team management', 'Stress management']"
4575,Bachelors,2016,Bangalore,37,2,5,Project related to conducting user research using technology PHP and framework Flask.,"['Project management', 'Conflict management', 'Presentation skills', 'Listening skills', 'Problem-solving']"
4576,Bachelors,2014,Bangalore,36,3,8,Project related to enhancing system performance using technology C# and framework React.,"['Team management', 'Critical thinking', 'Negotiation', 'Emotional intelligence', 'Strategic thinking', 'Flexibility']"
4577,Bachelors,2013,Pune,24,2,8,Project related to creating a responsive design using technology JavaScript and framework Spring.,"['Listening skills', 'Networking', 'Presentation skills']"
4578,Masters,2017,New Delhi,40,2,3,Project related to implementing security measures using technology HTML and framework Angular.,"['Change management', 'Negotiation', 'Flexibility']"
4579,Bachelors,2014,Bangalore,39,3,2,Project related to creating user interfaces using technology C# and framework React.,"['Emotional intelligence', 'Networking', 'Data analysis', 'Risk management']"
4580,Bachelors,2013,Bangalore,24,2,5,Project related to implementing continuous integration and deployment (CI/CD) using technology CSS and framework Ruby on Rails.,"['Adaptability to change', 'Conflict management', 'Persuasion', 'Empathy']"
4581,Bachelors,2016,Bangalore,25,3,3,Project related to conducting user research using technology HTML and framework React.,"['Networking', 'Teamwork', 'Adaptability to change', 'Conflict management', 'Assertiveness']"
4582,Bachelors,2018,Bangalore,26,4,1,Project related to enhancing system performance using technology JavaScript and framework React.,"['Emotional intelligence', 'Team management', 'Motivation', 'Organization', 'Project management', 'Data analysis']"
4583,Bachelors,2017,New Delhi,33,3,6,Project related to building a content management system using technology CSS and framework Vue.,"['Empathy', 'Project management', 'Creativity']"
4584,Bachelors,2016,Pune,36,3,1,Project related to conducting user research using technology Python and framework Flask.,"['Listening skills', 'Flexibility', 'Negotiation', 'Risk management']"
4585,Bachelors,2015,Pune,39,1,8,Project related to writing technical documentation using technology SQL and framework Spring.,"['Team management', 'Presentation skills', 'Change management', 'Creativity', 'Interpersonal communication']"
4586,Bachelors,2014,Bangalore,34,4,1,Project related to creating a responsive design using technology SQL and framework Ruby on Rails.,"['Risk management', 'Change management', 'Data analysis', 'Assertiveness', 'Persuasion', 'Critical thinking']"
4587,Bachelors,2014,New Delhi,23,1,6,Project related to developing a mobile application using technology JavaScript and framework Django.,"['Ability to work in a diverse environment', 'Leadership', 'Emotional intelligence', 'Project management', 'Presentation skills']"
4588,Bachelors,2014,Pune,33,2,7,Project related to automating testing processes using technology PHP and framework Angular.,"['Problem-solving', 'Interpersonal communication', 'Data analysis', 'Presentation skills', 'Negotiation']"
4589,Bachelors,2013,Bangalore,31,3,4,Project related to implementing security measures using technology HTML and framework Django.,"['Listening skills', 'Problem-solving', 'Critical thinking', 'Organization']"
4590,Bachelors,2015,Bangalore,39,0,1,Project related to optimizing existing software using technology C# and framework Spring.,"['Ability to work in a diverse environment', 'Listening skills', 'Assertiveness']"
4591,Bachelors,2017,Bangalore,36,4,1,Project related to automating testing processes using technology HTML and framework Ruby on Rails.,"['Interpersonal communication', 'Emotional intelligence', 'Stress management', 'Organization', 'Team management']"
4592,Bachelors,2015,Bangalore,28,1,5,Project related to preparing data analysis using technology JavaScript and framework Vue.,"['Presentation skills', 'Persuasion', 'Decision-making']"
4593,Bachelors,2013,New Delhi,28,0,7,Project related to developing a chatbot using technology JavaScript and framework Vue.,"['Listening skills', 'Collaboration', 'Organization']"
4594,Masters,2017,New Delhi,24,2,8,Project related to implementing security measures using technology CSS and framework Ruby on Rails.,"['Project management', 'Ability to work in a diverse environment', 'Creativity', 'Team management', 'Adaptability to change']"
4595,Bachelors,2013,Bangalore,36,0,2,Project related to writing technical documentation using technology C# and framework React.,"['Leadership', 'Empathy', 'Emotional intelligence', 'Adaptability to change']"
4596,Bachelors,2014,Bangalore,30,1,6,Project related to enhancing system performance using technology Ruby and framework Flask.,"['Ability to work in a diverse environment', 'Strategic thinking', 'Persuasion']"
4597,Bachelors,2018,New Delhi,27,5,6,Project related to creating a web application using technology C# and framework React.,"['Persuasion', 'Strategic thinking', 'Teamwork', 'Creativity', 'Negotiation']"
4598,Bachelors,2012,Bangalore,25,3,6,Project related to developing an API using technology PHP and framework Vue.,"['Networking', 'Negotiation', 'Organization', 'Creativity', 'Emotional intelligence']"
4599,Bachelors,2018,Bangalore,31,0,4,Project related to deploying applications to the cloud using technology JavaScript and framework Ruby on Rails.,"['Negotiation', 'Decision-making', 'Change management', 'Assertiveness', 'Emotional intelligence', 'Presentation skills']"
4600,Bachelors,2013,Bangalore,36,0,2,Project related to implementing security measures using technology PHP and framework Vue.,"['Empathy', 'Adaptability to change', 'Flexibility', 'Time management', 'Teamwork']"
4601,Bachelors,2017,New Delhi,31,1,2,Project related to developing a mobile application using technology PHP and framework Ruby on Rails.,"['Strategic thinking', 'Teamwork', 'Critical thinking']"
4602,Bachelors,2016,Bangalore,37,2,8,Project related to creating a web application using technology C# and framework Django.,"['Project management', 'Creativity', 'Risk management', 'Problem-solving']"
4603,Bachelors,2015,Bangalore,39,2,5,Project related to enhancing system performance using technology HTML and framework Spring.,"['Creativity', 'Interpersonal communication', 'Listening skills', 'Decision-making', 'Collaboration']"
4604,Bachelors,2014,Bangalore,28,4,1,Project related to creating a data visualization dashboard using technology Python and framework Vue.,"['Organization', 'Time management', 'Problem-solving', 'Adaptability to change']"
4605,Bachelors,2015,Pune,38,2,3,Project related to creating a data visualization dashboard using technology Python and framework Ruby on Rails.,"['Listening skills', 'Motivation', 'Change management']"
